entity	type	rank_sampling	rank_passive	rank_diff
Diogo_Lézico_da_Silva	wikicat_Portimonense_S.C._players	46	19	27
Doncaster	wikicat_Railway_towns_in_England	86	59	27
Alexander_Herzen	wikicat_Russian_novelists	44	17	27
Lulu_(singer)	wikicat_Scottish_television_actresses	38	11	27
Ulisses_FC	wordnet_club_108227214	32	5	27
Hans-Georg_Gadamer	wikicat_Philosophers_of_education	156	129	27
Kuwait_City	wordnet_administrative_district_108491826	87	60	27
Robert_Taylor_(footballer)	wikicat_Brentford_F.C._players	74	47	27
Apocalypse_Now	wikicat_Films_based_on_works_by_Joseph_Conrad	36	10	26
Ronald_Coase	wikicat_21st-century_English_writers	14075	14049	26
Georges_Bataille	wikicat_Men_sociologists	67	41	26
Jack_Cork	wikicat_Association_football_defenders	30	4	26
Strasbourg	wordnet_country_108544813	28	2	26
Susan_Sontag	wikicat_21st-century_American_writers	29	3	26
Springfield,_Massachusetts	wikicat_Populated_places_on_the_Connecticut_River	143	117	26
Delron_Buckley	wikicat_Borussia_Dortmund_players	36	10	26
Brazil	wikicat_Romance_countries_and_territories	46	20	26
Roger_Ebert	wikicat_American_skeptics	293	267	26
David_Seaman	wikicat_Association_football_goalkeepers	75	49	26
Oscar_Dertycia	wikicat_Club_Atlético_Belgrano_footballers	37	11	26
Sebastian_Helbig	wikicat_Bayer_04_Leverkusen_players	29	3	26
Rudolf_Peierls	wikicat_Lorentz_Medal_winners	36	10	26
Lee_Johnson_(footballer)	wikicat_Chesterfield_F.C._players	54	28	26
David_Byrne	wikicat_British_record_producers	69	43	26
Max_Kruse	wikicat_Borussia_Mönchengladbach_players	55	30	25
Kenneth_G._Wilson	wikicat_Living_people	55	30	25
C._S._Lewis	wikicat_Science_fiction_writers	96	71	25
Simon_Grand	wikicat_Aldershot_Town_F.C._players	74	49	25
Williams_Martínez	wikicat_Ferro_Carril_Oeste_footballers	94	69	25
Strasbourg	wikicat_Prefectures_in_France	27	2	25
Danny_Graham_(footballer)	wikicat_Blackpool_F.C._players	29	4	25
Bucholz_Army_Airfield	wordnet_airport_102692232	28	3	25
Cagliari	wikicat_Populated_places_established_in_the_7th_century_BC	33	8	25
Jerusalem	wikicat_Populated_places_in_the_West_Bank	32	7	25
Jay_Mohr	wikicat_Male_actors_from_New_Jersey	51	26	25
Piers_Anthony	wikicat_Science_fiction_fans	32	7	25
MFK_Ružomberok	wordnet_club_108227214	98	73	25
Chuck_Norris	wikicat_American_political_writers	509	484	25
Roger_Ebert	wordnet_writer_110794014	26	1	25
Hong_Kong	wikicat_Port_cities	84	59	25
Carl_Pentney	wikicat_Woking_F.C._players	110	86	24
Daryl_Taylor	wikicat_Walsall_F.C._players	44	20	24
Adalto_Batista_da_Silva	wikicat_Guarani_Futebol_Clube_players	25	1	24
All_the_Invisible_Children	wikicat_French_documentary_films	78	54	24
Evando	wikicat_Avaí_Futebol_Clube_players	95	71	24
John_Farnham	wikicat_Australian_pop_singers	34	10	24
Alojz_Rebula	wikicat_Translators	38	14	24
Sultan_Syarif_Kasim_II_International_Airport	wordnet_airport_102692232	25	1	24
Garry_Thompson_(footballer_born_1959)	wikicat_Sheffield_Wednesday_F.C._players	33	9	24
Felix_Ogbuke	wikicat_People_from_Enugu	114	91	23
Dominique_de_Villepin	wordnet_minister_110320863	54	31	23
Émile_Picard	wikicat_People_from_Paris	35	12	23
Alex_Mathie	wikicat_Greenock_Morton_F.C._players	63	40	23
Rijeka_Airport	wordnet_airport_102692232	27	4	23
Yaoundé	wikicat_Capitals_in_Africa	31	8	23
Milovan_Milović	wikicat_KS_Dinamo_Tirana_players	137	114	23
Edgar_Award	wikicat_American_film_awards	27	5	22
Nassim_Mendil	wikicat_U.S._Salernitana_1919_players	58	36	22
Dieter_Van_Tornhout	wikicat_Nea_Salamina_Famagusta_FC_players	60	38	22
Jennifer_Lopez	wikicat_American_television_producers	90	68	22
Thessaloniki	wikicat_Port_cities	32	10	22
Hilary_Duff	wikicat_Animal_rights_advocates	89	67	22
Indonesia	wikicat_Countries_in_Oceania	50	28	22
Bernie_Lilavois	wikicat_Continental_Indoor_Soccer_League_players	53	31	22
Subrahmanyan_Chandrasekhar	wikicat_American_people	26	4	22
Serge_Gainsbourg	wikicat_French-language_writers	390	368	22
Jean_Michel_Jarre	wikicat_French_composers	25	3	22
Michel_Debré	wikicat_French_people_of_the_Algerian_War	31	9	22
Comoros	wikicat_Islands_of_the_Indian_Ocean	136	114	22
Arabic_language	wikicat_Languages_of_the_United_Arab_Emirates	121	99	22
Portugal_national_football_team	wikicat_National_sports_teams_of_Portugal	31	9	22
Olympique_Lyonnais	wikicat_Multi-sport_clubs_in_France	33	12	21
Maputo	wikicat_Port_cities_in_Africa	24	3	21
Modeste_M'bami	wikicat_Olympic_medalists_in_football	75	54	21
Marcus_Vinícius_da_Cruz_Alves_Nóbrega	wikicat_Clube_Náutico_Capibaribe_players	50	29	21
Giuliano_Tadeo_Aranda	wikicat_Botafogo_de_Futebol_e_Regatas_players	38	17	21
Ethio-Somali_War	wikicat_Wars_involving_the_Soviet_Union	32	11	21
Guilherme_de_Cássio_Alves	wikicat_Club_de_Regatas_Vasco_da_Gama_players	42	22	20
Jay_Mohr	wikicat_Living_people	26	6	20
Aaron_Brown_(footballer_born_1980)	wikicat_Lincoln_City_F.C._players	85	65	20
Robert_Rich_(musician)	wikicat_Electronic_musicians	22	2	20
Yaroslav_Svorak	wikicat_FC_Dnepr_Mogilev_players	33	13	20
Inverell	wordnet_site_108651247	27	7	20
FK_Vojvodina	wikicat_Football_clubs_in_Serbia	24	4	20
Daniel_Dennett	wikicat_American_non-fiction_writers	285	265	20
Pyongyang	wikicat_Capitals_in_Asia	22	2	20
Roy_Ashburn	wordnet_state_senator_110650076	77	58	19
Andy_Gurney	wikicat_Torquay_United_F.C._players	46	27	19
Christian_Bassila	wikicat_Bundesliga_players	24	5	19
Clint_Marcelle	wikicat_Rio_Ave_F.C._players	430	411	19
Chaudière-Appalaches	wordnet_administrative_district_108491826	23	4	19
Wellington_Gonçalves_Amorim	wikicat_Associação_Desportiva_São_Caetano_players	23	4	19
Richard_Dawkins	wikicat_English_atheists	30	11	19
Karachi	wikicat_Cities_of_Pakistan	27	8	19
Agustín_Castillo	wikicat_Expatriate_footballers_in_Ecuador	47	28	19
Mauro_Sérgio_Viriato_Mendes	wikicat_Santos_Futebol_Clube_players	25	6	19
KV_Mechelen	wikicat_Association_football_clubs_established_in_1904	62	43	19
Radosław_Kałużny	wikicat_Jagiellonia_Białystok_players	40	21	19
Søren_Larsen	wikicat_Danish_Superliga_players	30	11	19
André_Oliveira_de_Lima	wikicat_2._Bundesliga_players	26	7	19
Dai_Nagao	wordnet_artist_109812338	21	2	19
Kenny_Stamatopoulos	wikicat_Lyn_Fotball_players	63	44	19
Mexico_national_under-23_football_team	wikicat_National_sports_teams_of_Mexico	58	40	18
Boaz_Myhill	wikicat_Stockport_County_F.C._players	62	44	18
Richard_Feynman	wikicat_Jewish_American_scientists	19	1	18
Bartoloměj_Kuru	wikicat_Expatriate_footballers_in_Slovakia	32	14	18
Liberal_Party_(UK)	wikicat_Political_parties_disestablished_in_1988	15200	15182	18
Lindsay_Lohan	wikicat_Actresses_from_New_York	27	9	18
Billy_Boyd_(footballer)	wikicat_Southampton_F.C._players	110	92	18
MFK_Košice	wordnet_club_108227214	22	4	18
Millonarios_Fútbol_Club	wikicat_Football_clubs_in_Colombia	33	15	18
Phil_Charnock	wikicat_Port_Vale_F.C._players	71	53	18
Gloucester_City_A.F.C.	wikicat_Association_football_clubs_established_in_1883	42	24	18
Vietnam_War	wikicat_Wars_involving_New_Zealand	31	13	18
Sigmund_Freud	wikicat_Austrian_scientists	55	37	18
Guwançmuhammet_Öwekow	wikicat_Turkmenistan_footballers	29	11	18
Dimba	wikicat_Goiás_Esporte_Clube_players	50	32	18
Ronald_Arana	wikicat_Expatriate_footballers_in_Argentina	19	1	18
Fernando_Pessoa	wikicat_Portuguese-language_writers	54	36	18
Central_Coast_Mariners_FC	wikicat_A-League_teams	36	18	18
Terence_Tao	wikicat_Fellows_of_the_Australian_Academy_of_Science	109	91	18
Cole_Porter	wikicat_LGBT_people	40	22	18
Iván_Guerrero	wikicat_San_Jose_Earthquakes_players	21	4	17
FC_Stal_Alchevsk	wikicat_Football_clubs_in_Ukraine	19	2	17
Bernardo_Tengarrinha	wikicat_C.D._Santa_Clara_players	33	16	17
Tours_FC	wikicat_Football_clubs_in_France	25	8	17
Watford_F.C.	wikicat_Association_football_clubs_established_in_1881	72	55	17
A.F.C._Bournemouth	wordnet_club_108227214	18	1	17
Adriano_Ferreira_Silvestre	wikicat_Associação_Portuguesa_de_Desportos_players	51	34	17
Marco_Delvecchio	wikicat_F.B.C._Unione_Venezia_players	99	82	17
Aleksandr_Chertoganov	wikicat_Gabala_FC_players	28	11	17
Tibet_Autonomous_Region	wordnet_administrative_district_108491826	28	11	17
Aritz_Aduriz	wikicat_Spain_international_footballers	82	65	17
Legazpi,_Albay	wordnet_administrative_district_108491826	18	1	17
Raoul_Bott	wikicat_Hungarian_mathematicians	24	7	17
Zeeland	wikicat_States_of_the_Holy_Roman_Empire	19	2	17
John_Stuart_Mill	wikicat_British_feminists	59	42	17
Stephen_Hawking	wikicat_20th-century_astronomers	58	41	17
Liza_Minnelli	wikicat_Actresses_from_Los_Angeles,_California	43	26	17
Walt_Disney	wikicat_English-language_film_directors	36	19	17
Hrishikesh_Mukherjee	wikicat_People_from_West_Bengal	30	13	17
Stephen_Fry	wikicat_English_voice_actors	28	12	16
Sport_Boys	wikicat_Football_clubs_in_Peru	95	79	16
Craig_Beattie	wikicat_Barnet_F.C._players	256	240	16
Julianne_Moore	wikicat_21st-century_American_writers	62	46	16
Paulette_Goddard	wikicat_Actors_from_New_York_City	22	6	16
W._S._Van_Dyke	wikicat_Vaudeville_performers	100	84	16
Ralph_Hasenhüttl	wikicat_FK_Austria_Wien_players	23	7	16
Julian_Alsop	wikicat_Newport_County_A.F.C._players	22	6	16
Robert_Jarni	wikicat_UEFA_Euro_1996_players	39	23	16
Jade_North	wikicat_Association_football_central_defenders	123	107	16
Newport,_Wales	wikicat_Populated_coastal_places_in_Wales	21	5	16
Pepe_Reina	wikicat_UEFA_Euro_2008_players	52	36	16
Tom_Stoppard	wikicat_Living_people	27	11	16
Silvio_González	wikicat_San_Lorenzo_footballers	42	26	16
Craig_Beattie	wikicat_Celtic_F.C._players	22	6	16
Daigo_Kobayashi	wikicat_Norwegian_Premier_League_players	18	2	16
Austin,_Texas	wikicat_Planned_cities_in_the_United_States	35	19	16
War_of_the_Second_Coalition	wikicat_Wars_involving_the_Ottoman_Empire	53	38	15
Douglas_Engelbart	wikicat_Xerox_people	13260	13245	15
Wales	wikicat_Island_countries	17	2	15
The_New_School	wikicat_Educational_institutions_established_in_1919	155	140	15
Anambra_State	wordnet_administrative_district_108491826	16	1	15
Cédric_Roussel	wikicat_Expatriate_footballers_in_Italy	29	14	15
Sir_Seewoosagur_Ramgoolam_International_Airport	wikicat_Airports_established_in_1942	36	21	15
Greg_Strong	wikicat_Bury_F.C._players	120	105	15
Friedrich_Hayek	wikicat_Austrian_School_economists	23	8	15
Dave_Mitchell_(footballer)	wikicat_Australian_expatriates_in_Turkey	17	2	15
Bobby_Weale	wikicat_Welsh_footballers	18	3	15
Roger_Ebert	wikicat_Film_theorists	578	563	15
David_Sedaris	wikicat_LGBT_people	111	96	15
George_Orwell	wikicat_English_essayists	34	19	15
Valdas_Ivanauskas	wikicat_Soviet_footballers	30	15	15
Frédéric_Nimani	wikicat_Premier_League_players	38	23	15
Błażej_Augustyn	wikicat_Expatriate_footballers_in_England	90	75	15
Aleksandar_Trišović	wikicat_FC_Metalist_Kharkiv_players	16	2	14
Mexico_City	wikicat_Capital_districts_and_territories	45	31	14
Borussia_Dortmund	wikicat_Publicly_traded_sports_companies	29	15	14
José_Luis_Garcés	wikicat_Club_Nacional_de_Football_players	46	32	14
Charlotte_Rampling	wikicat_Living_people	15	1	14
Steven_Weinberg	wikicat_Jewish_American_scientists	28	14	14
Mato_Neretljak	wikicat_K_League_players	16	2	14
The_Story_of_Alexander_Graham_Bell	wikicat_Black-and-white_films	17	3	14
Kochi	wikicat_Cities_and_towns_in_Kerala	29	15	14
Walsall_F.C.	wordnet_club_108227214	20	6	14
Upton_Sinclair	wikicat_American_male_writers	28	14	14
Pete_Seeger	wikicat_Harvard_University_alumni	39	25	14
Kaunas_Airport	wordnet_airport_102692232	21	7	14
Jack_Reynolds_(footballer_born_1881)	wikicat_AFC_Ajax_managers	27	13	14
Motala	wikicat_Municipalities_of_Sweden	17	3	14
Haugesund	wikicat_Populated_coastal_places_in_Norway	19	5	14
Steve_Bowey	wikicat_Bristol_Rovers_F.C._players	16	2	14
The_Notorious_B.I.G.	wikicat_American_poets	88	75	13
Pegah_F.C.	wikicat_Association_football_clubs_established_in_2002	105	92	13
Alfred_Tarski	wikicat_American_philosophers	41	28	13
Yevhen_Lutsenko	wikicat_Ukrainian_expatriate_footballers	16	3	13
Sani_Kaita	wikicat_Iraklis_Thessaloniki_F.C._players	17	4	13
Mitrovica,_Kosovo	wordnet_administrative_district_108491826	15	2	13
Nassim_Mendil	wikicat_A.C._Ancona_players	43	30	13
Sigmund_Freud	wikicat_Austrian_atheists	25	12	13
Charles_S._Dutton	wikicat_Actors_from_Maryland	16064	16051	13
Västra_Götaland_County	wikicat_Counties_of_Sweden	20	7	13
NK_Krka	wikicat_Association_football_clubs_established_in_1922	40	27	13
Ipswich_Town_F.C.	wikicat_Football_League_Championship_clubs	18	5	13
Bret_McKenzie	wikicat_21st-century_New_Zealand_male_actors	14	1	13
Billy_Corgan	wikicat_Songwriters	26	13	13
University_of_Portland	wikicat_Universities_and_colleges_accredited_by_the_Northwest_Commission_on_Colleges_and_Universities	20	7	13
S.S._Lazio	wikicat_Publicly_traded_sports_companies	59	46	13
Roger_Glover	wikicat_British_composers	26	13	13
Huachipato	wikicat_Football_clubs_in_Chile	21	8	13
Jack_Ross_(footballer_born_1976)	wikicat_St._Mirren_F.C._players	32	19	13
Cornwall	wikicat_Peninsulas_of_Europe	24	11	13
Mato_Neretljak	wikicat_Expatriate_footballers_in_South_Korea	16	3	13
Carlos_Navarro_Montoya	wikicat_CF_Extremadura_footballers	24	11	13
Phil_Charnock	wikicat_English_footballers	25	13	12
Ribeirão_Preto	wordnet_administrative_district_108491826	13	1	12
Ioan_Sabău	wikicat_1990_FIFA_World_Cup_players	44	32	12
Susan_Sontag	wikicat_American_essayists	19	7	12
Cebu	wordnet_administrative_district_108491826	22	10	12
Bnei_Yehuda_Tel_Aviv_F.C.	wikicat_Jewish_football_clubs	17	5	12
Aşgabat_FT	wordnet_club_108227214	13	1	12
Matt_Carmichael_(footballer)	wikicat_Lincoln_City_F.C._players	23	11	12
Leominster,_Massachusetts	wikicat_Cities_in_Worcester_County,_Massachusetts	24	12	12
Helsingborg	wikicat_Populated_places_in_Skåne_County	18	6	12
Austria	wikicat_Federal_countries	27	15	12
Ricardo_Montalbán	wikicat_American_television_actors	18	6	12
Aurelio_Vidmar	wikicat_Adelaide_City_players	20	8	12
Aidan_Quinn	wikicat_Stage_actors	62	50	12
Craig_Armstrong_(footballer)	wikicat_Burnley_F.C._players	119	107	12
Murfreesboro,_Tennessee	wikicat_Former_United_States_state_capitals	37	25	12
Cristiano_da_Silva_Santos	wikicat_Joinville_Esporte_Clube_players	20	8	12
Wolfgang_Pauli	wikicat_American_academics	21	9	12
German_language	wikicat_Languages_of_Kazakhstan	99	87	12
Michel_Debré	wikicat_Radical_Party_(France)_politicians	19	7	12
Iván_Guerrero	wikicat_Colorado_Rapids_players	13	1	12
Nick_Cave	wikicat_Australian_actors	19	7	12
Jon_Harley	wikicat_Notts_County_F.C._players	48	37	11
Marcel_Domingo	wikicat_AC_Arles-Avignon_players	459	448	11
Republican_Party_(United_States)	wikicat_Right-wing_parties	31	20	11
Stevenage	wikicat_Towns_in_Hertfordshire	28	17	11
FC_Steaua_București	wordnet_club_108227214	13	2	11
Arthur_Moses	wikicat_Asante_Kotoko_F.C._players	62	51	11
Miklós_Fehér	wikicat_Association_football_players_who_died_while_playing	314	303	11
Osamu_Tezuka	wikicat_Anime_screenwriters	21	10	11
Bert_Gosnell	wikicat_Gillingham_F.C._players	46	35	11
Segundo_Castillo	wikicat_ESPOLI_footballers	91	80	11
Denis_Leary	wordnet_comedian_109940146	21	10	11
Paulo_Figueiredo	wikicat_2006_FIFA_World_Cup_players	108	97	11
Stefan_Majewski	wikicat_Polonia_Warsaw_managers	43	32	11
I._M._Pei	wikicat_Chinese_people	26	15	11
Rochester,_New_York	wordnet_administrative_district_108491826	12	1	11
Zoran_Milinković_(footballer)	wikicat_FK_Vojvodina_players	13	2	11
Almería_Airport	wordnet_airport_102692232	15	4	11
Republican_Party_(United_States)	wikicat_International_Democrat_Union_member_parties	13	2	11
Daisuke_Matsui	wikicat_PFC_Levski_Sofia_players	14	3	11
Tunis	wikicat_Capitals_in_Africa	12	1	11
Gustav_Kirchhoff	wikicat_Ethnic_German_people	13	2	11
Somalia	wikicat_Federal_countries	25	14	11
André_Guerreiro_Rocha	wikicat_Expatriate_footballers_in_Greece	12	1	11
Ghana_national_under-17_football_team	wordnet_football_team_108080025	19	8	11
June_Allyson	wikicat_Metro-Goldwyn-Mayer_contract_players	23	12	11
Bradford_Park_Avenue_A.F.C.	wikicat_Former_Football_League_clubs	50	39	11
Éder_Aleixo_de_Assis	wikicat_Sociedade_Esportiva_do_Gama_players	25	14	11
Dominic_Foley	wikicat_Wolverhampton_Wanderers_F.C._players	57	46	11
Chad_Harpur	wikicat_Association_football_goalkeepers	29	18	11
Eduardo_Carvalho	wikicat_Portuguese_expatriates_in_Turkey	22	11	11
Puerto_Cabello	wikicat_Port_cities	12	1	11
Ethiopia	wikicat_Federal_countries	30	20	10
Dino_Fava	wikicat_A.S._Varese_1910_players	12	2	10
Michele_Fini	wikicat_A.C._Siena_players	32	22	10
Paraná_Clube	wordnet_club_108227214	11	1	10
Carl_Sagan	wikicat_Jewish_American_scientists	23	13	10
Union_for_a_Popular_Movement	wikicat_Right-wing_parties	17	7	10
Sežana	wordnet_administrative_district_108491826	14	4	10
Colchester_United_F.C.	wikicat_Football_League_clubs	16	6	10
French_Algeria	wordnet_country_108544813	14	4	10
Mark_Prudhoe	wikicat_Bradford_City_A.F.C._players	24	14	10
Pierre_Pflimlin	wikicat_Government_ministers_of_France	14	4	10
San_Antonio	wikicat_County_seats_in_Texas	19	9	10
Olubayo_Adefemi	wikicat_People_from_Lagos	15	5	10
Jacques_Derrida	wikicat_French_people_of_Algerian_descent	17	7	10
Chamois_Niortais_F.C.	wikicat_Association_football_clubs_established_in_1925	39	29	10
Inglourious_Basterds	wikicat_French-language_films	24	14	10
Fritz_Lang	wikicat_People_who_emigrated_to_escape_Nazism	15	5	10
Mircea_Rednic	wikicat_UEFA_Euro_1984_players	156	146	10
Zoran_Milinković_(footballer)	wikicat_Expatriate_footballers_in_France	12	2	10
Zoran_Milinković_(footballer)	wikicat_Bundesliga_players	25	15	10
Michael_Hughes_(footballer)	wikicat_West_Ham_United_F.C._players	24	14	10
Warri	wordnet_administrative_district_108491826	14	4	10
Vital_Lyadzyanyow	wikicat_FC_Inter_Baku_players	22	12	10
RCD_Mallorca	wikicat_Organisations_based_in_Spain_with_royal_patronage	11	1	10
Alicante_CF	wikicat_Football_clubs_in_Spain	11	1	10
Stuart_Green	wikicat_Carlisle_United_F.C._players	20	10	10
Second_Congo_War	wikicat_Civil_wars	15	5	10
Walt_Disney	wikicat_Actors_from_California	44	34	10
Gustavo_Napoles	wikicat_Chiapas_F.C._footballers	38	29	9
Kherson	wikicat_Populated_places_established_in_1778	13	4	9
August_Wilhelm_von_Hofmann	wikicat_Ethnic_German_people	11	2	9
S.S._Lazio	wikicat_Companies_listed_on_the_Borsa_Italiana	15	6	9
Rangers_F.C.	wikicat_Association_football_clubs_established_in_1872	34	25	9
Janez_Zavrl_(footballer)	wikicat_Expatriate_footballers_in_Norway	13	4	9
Ronald_Coase	wikicat_British_Nobel_laureates	23	14	9
Dennis_Rodman	wikicat_San_Antonio_Spurs_players	498	489	9
Nemanja_Pejčinović	wikicat_Serbian_expatriates_in_France	59	50	9
Adam_Smith	wikicat_Scottish_people	18	9	9
CD_Atlético_Baleares	wordnet_club_108227214	12	3	9
Serge_Gainsbourg	wikicat_20th-century_French_male_actors	87	78	9
Bas_Savage	wikicat_Walton_&amp;_Hersham_F.C._players	37	28	9
Republican_People's_Party_(Turkey)	wikicat_Secularist_political_parties	125	116	9
Trabzon	wikicat_Capitals_of_former_nations	35	26	9
Nano_(Spanish_footballer_born_1980)	wikicat_Spanish_people	18	9	9
FC_Andorra	wikicat_Football_clubs_in_Spain	10	1	9
Allan_Nielsen	wikicat_1998_FIFA_World_Cup_players	28	19	9
Pierce_Brosnan	wikicat_21st-century_American_male_actors	15	6	9
Roberto_Benigni	wikicat_Italian_stage_actors	17	8	9
Tomislav_Bušić	wikicat_Expatriate_footballers_in_Israel	12	3	9
Armand_Traoré	wikicat_France_under-21_international_footballers	19	10	9
Melissa_Tancredi	wikicat_National_Women's_Soccer_League_players	21	12	9
Barcelona	wikicat_University_towns	32	23	9
Maroš_Klimpl	wikicat_FK_Viktoria_Žižkov_players	20	11	9
Gençlerbirliği_S.K.	wordnet_club_108227214	10	1	9
Christian_Brand	wikicat_German_football_managers	19	10	9
Freeman_Dyson	wikicat_English_emigrants_to_the_United_States	12	3	9
Ilian_Iliev	wikicat_PFC_Spartak_Varna_players	15	7	8
Kerrang!_Awards	wikicat_Music_awards	12	4	8
Nottingham	wikicat_University_towns_in_the_United_Kingdom	24	16	8
Midge_Ure	wikicat_Guitarists	19	11	8
Bogdan_Vrăjitoarea	wikicat_CS_Mioveni_players	15	7	8
GLAAD_Media_Award	wikicat_American_television_awards	10	2	8
Anne,_Princess_Royal	wikicat_People_from_Westminster	81	73	8
Andrej_Hesek	wikicat_Slovakia_international_footballers	23	15	8
Roy_Scheider	wikicat_21st-century_American_male_actors	11	3	8
Luciano_Henrique	wikicat_Santos_Futebol_Clube_players	12	4	8
Pascal_Zuberbühler	wikicat_2006_FIFA_World_Cup_players	66	58	8
Jean_Fuller	wikicat_People_from_Bakersfield,_California	29	21	8
Ebbw_Vale_F.C.	wordnet_club_108227214	19	11	8
David_Hilbert	wikicat_People_from_Königsberg	21	13	8
Daniel_Pendín	wikicat_CD_Castellón_footballers	35	27	8
