entity	type	rank_sampling	rank_passive	rank_diff	upgrade_score
Rugby_Town_F.C.	wikicat_Football_clubs_in_England	79	46	33	0.717391304347826
Dyron_Nix	wikicat_American_expatriate_basketball_people_in_France	12	7	5	0.7142857142857143
Milan_Kundera	wikicat_French-language_writers	12	7	5	0.7142857142857143
Michael_Hughes_(footballer)	wikicat_West_Ham_United_F.C._players	24	14	10	0.7142857142857143
Paul_Konchesky	wikicat_Leicester_City_F.C._players	12	7	5	0.7142857142857143
Thom_Yorke	wikicat_British_composers	12	7	5	0.7142857142857143
Valéry_Giscard_d'Estaing	wikicat_Government_ministers_of_France	12	7	5	0.7142857142857143
Mark_Prudhoe	wikicat_Bradford_City_A.F.C._players	24	14	10	0.7142857142857143
Sir_Seewoosagur_Ramgoolam_International_Airport	wikicat_Airports_established_in_1942	36	21	15	0.7142857142857143
Inglourious_Basterds	wikicat_French-language_films	24	14	10	0.7142857142857143
Bernie_Lilavois	wikicat_Continental_Indoor_Soccer_League_players	53	31	22	0.7096774193548387
Nazi_Party	wikicat_Political_parties_disestablished_in_1945	13629	7975	5654	0.7089655172413794
André_Luiz_Moreira	wikicat_CD_Tenerife_players	343	201	142	0.7064676616915423
S.C._Freamunde	wikicat_Football_clubs_in_Portugal	162	95	67	0.7052631578947368
Andy_Gurney	wikicat_Torquay_United_F.C._players	46	27	19	0.7037037037037037
Ambika_(actress)	wordnet_person_100007846	17	10	7	0.7
Toronto	wikicat_Populated_coastal_places	561	330	231	0.7
George_Orwell	wikicat_War_correspondents	248	146	102	0.6986301369863014
Aurelio_Vidmar	wikicat_Croydon_Kings_players	15357	9042	6315	0.6984074319840743
Stuart_Fleetwood	wikicat_Eastleigh_F.C._players	258	152	106	0.6973684210526315
Robert_Jarni	wikicat_UEFA_Euro_1996_players	39	23	16	0.6956521739130435
Andrija_Kaluđerović	wikicat_Serbian_expatriates_in_China	208	123	85	0.6910569105691057
Jack_Ross_(footballer_born_1976)	wikicat_St._Mirren_F.C._players	32	19	13	0.6842105263157895
Yuri_Morales	wikicat_Viborg_FF_players	5504	3272	2232	0.6821515892420538
Gheorghe_Hagi	wikicat_FC_Steaua_București_managers	148	88	60	0.6818181818181818
Agustín_Castillo	wikicat_Expatriate_footballers_in_Ecuador	47	28	19	0.6785714285714286
Georges_Simenon	wikicat_People_from_Liège_(city)	15759	9395	6364	0.6773815859499734
Woodrow_Wilson	wikicat_State_governors_of_the_United_States	258	154	104	0.6753246753246753
Pittsburgh_International_Airport	wikicat_Airfields_of_the_United_States_Army_Air_Forces_in_Pennsylvania	14535	8678	5857	0.6749250979488362
Aldous_Huxley	wikicat_Writers_from_Los_Angeles,_California	3759	2246	1513	0.6736420302760463
Peggy_Lokando	wikicat_Waltham_Forest_F.C._players	15083	9023	6060	0.6716169788318741
Émile_Mpenza	wikicat_Hamburger_SV_players	5	3	2	0.6666666666666666
Nelson_Benítez	wikicat_Expatriate_footballers_in_Portugal	5	3	2	0.6666666666666666
Maurice_Blanchot	wordnet_writer_110794014	5	3	2	0.6666666666666666
C.A._River_Plate	wikicat_Multi-sport_clubs_in_Argentina	5	3	2	0.6666666666666666
Aritz_Aduriz	wikicat_Association_football_forwards	5	3	2	0.6666666666666666
Zoran_Milinković_(footballer)	wikicat_Serbian_football_managers	15	9	6	0.6666666666666666
Debbie_Reynolds	wikicat_American_people_of_English_descent	5	3	2	0.6666666666666666
Zoran_Milinković_(footballer)	wikicat_Bundesliga_players	25	15	10	0.6666666666666666
Christopher_Reeve	wikicat_Actors_from_New_York_City	5	3	2	0.6666666666666666
Thomas_Paine	wikicat_American_foreign_policy_writers	135	81	54	0.6666666666666666
Mauricio_Hanuch	wikicat_Estudiantes_de_La_Plata_footballers	5	3	2	0.6666666666666666
J._R._Reid	wikicat_Baloncesto_León_players	335	201	134	0.6666666666666666
Agnes_Moorehead	wikicat_American_people_of_Irish_descent	5	3	2	0.6666666666666666
David_Bohm	wikicat_Jewish_scientists	15	9	6	0.6666666666666666
Leoben_District	wikicat_Districts_of_Austria	5	3	2	0.6666666666666666
Marc_Anthony	wikicat_American_male_singers	5	3	2	0.6666666666666666
NK_Posušje	wordnet_club_108227214	5	3	2	0.6666666666666666
George_Santayana	wikicat_American_writers	5	3	2	0.6666666666666666
Kent_O'Connor	wikicat_Naturalized_citizens_of_Canada	10	6	4	0.6666666666666666
Order_of_the_Aztec_Eagle	wikicat_Civil_awards_and_decorations	5	3	2	0.6666666666666666
Wismar	wikicat_Populated_coastal_places_in_Germany_(Baltic_Sea)	5	3	2	0.6666666666666666
Sri_Lanka	wikicat_Member_states_of_the_South_Asian_Association_for_Regional_Cooperation	10	6	4	0.6666666666666666
Eau_Claire,_Wisconsin	wordnet_administrative_district_108491826	10	6	4	0.6666666666666666
Neil_Jordan	wikicat_Irish_writers	10	6	4	0.6666666666666666
Walt_Disney	wikicat_American_philanthropists	243	146	97	0.6643835616438356
Alexandre_Lopes	wikicat_Goiás_Esporte_Clube_players	78	47	31	0.6595744680851063
Francis_Bacon	wikicat_British_spies	16723	10079	6644	0.6591923801964481
Vanče_Šikov	wikicat_GFK_Tikveš_players	12276	7418	4858	0.6548935022917228
Liza_Minnelli	wikicat_Actresses_from_Los_Angeles,_California	43	26	17	0.6538461538461539
Frédéric_Nimani	wikicat_Premier_League_players	38	23	15	0.6521739130434783
José_Moisela	wikicat_Deportivo_Municipal_footballers	165	100	65	0.65
Michèle_Alliot-Marie	wikicat_People_from_Val-de-Marne	17466	10589	6877	0.6494475398998961
Stevenage	wikicat_Towns_in_Hertfordshire	28	17	11	0.6470588235294118
Boston	wikicat_Cities_in_Suffolk_County,_Massachusetts	13847	8411	5436	0.646296516466532
Ronald_Coase	wikicat_British_Nobel_laureates	23	14	9	0.6428571428571429
Peter_Kropotkin	wikicat_Soviet_dissidents	115	70	45	0.6428571428571429
Niš	wikicat_Archaeological_sites_in_Serbia	18	11	7	0.6363636363636364
Dougie_Bell	wikicat_Elgin_City_F.C._players	121	74	47	0.6351351351351351
Georges_Bataille	wikicat_Men_sociologists	67	41	26	0.6341463414634146
Captain_Beefheart	wikicat_Songwriters_from_California	227	139	88	0.6330935251798561
Mark_Williams_(South_African_footballer)	wikicat_Jomo_Cosmos_F.C._players	15579	9565	6014	0.6287506534239414
Harold_Urey	wikicat_20th-century_chemists	109	67	42	0.6268656716417911
Nicola_Amoruso	wikicat_A.S._Andria_BAT_players	247	152	95	0.625
Gustavo_Victoria	wikicat_Cortuluá_footballers	21	13	8	0.6153846153846154
David_Hilbert	wikicat_People_from_Königsberg	21	13	8	0.6153846153846154
Moscow	wikicat_Special_Economic_Zones	21	13	8	0.6153846153846154
Milan_Purović	wikicat_Expatriate_footballers_in_Hungary	21	13	8	0.6153846153846154
Silvio_González	wikicat_San_Lorenzo_footballers	42	26	16	0.6153846153846154
Andrey_Movsisyan	wikicat_FC_Luch-Energiya_Vladivostok_players	113	70	43	0.6142857142857143
Jeremy_Bentham	wikicat_Animal_rights_advocates	11494	7122	4372	0.6138725077225499
Gustavo_Biscayzacú	wikicat_Tiburones_Rojos_de_Veracruz_footballers	282	175	107	0.6114285714285714
Chad_Harpur	wikicat_Association_football_goalkeepers	29	18	11	0.6111111111111112
Nassim_Mendil	wikicat_U.S._Salernitana_1919_players	58	36	22	0.6111111111111112
Marijan_Kovačević	wikicat_Ethnic_German_people	127	79	48	0.6075949367088608
Congo_Crisis	wikicat_Wars_involving_Sweden	98	61	37	0.6065573770491803
Ronald_Arana	wikicat_1999_FIFA_Confederations_Cup_players	1208	752	456	0.6063829787234043
Jason_Blunt	wikicat_Guiseley_A.F.C._players	183	114	69	0.6052631578947368
David_Byrne	wikicat_British_record_producers	69	43	26	0.6046511627906976
Delta_Goodrem	wikicat_Australian_television_actresses	8	5	3	0.6
Burhan_Eşer	wikicat_Sivasspor_footballers	8	5	3	0.6
Nikolai_Olenikov	wikicat_Russian_footballers	8	5	3	0.6
Alfonso_Blanco_Antúnez	wikicat_Cruz_Azul_footballers	8	5	3	0.6
Delta_Goodrem	wikicat_Australian_film_actors	8	5	3	0.6
George_Carlin	wikicat_American_stand-up_comedians	8	5	3	0.6
Xi'an	wikicat_Sub-provincial_cities_in_the_People's_Republic_of_China	8	5	3	0.6
Culture_Club	wikicat_English_New_Wave_musical_groups	8	5	3	0.6
FC_Chiasso	wikicat_Football_clubs_in_Switzerland	8	5	3	0.6
Charles_Scott_Sherrington	wikicat_19th-century_physicians	3645	2281	1364	0.5979833406400702
Santiago_Salcedo	wikicat_Club_Atlético_Lanús_footballers	322	202	120	0.594059405940594
Anderlecht	wikicat_Municipalities_of_the_Brussels-Capital_Region	16458	10343	6115	0.5912211157304457
Mário_Soares	wikicat_Portuguese_Communist_Party_politicians	2440	1535	905	0.5895765472312704
FC_Chiasso	wikicat_Association_football_clubs_established_in_1905	11026	6949	4077	0.5867031227514751
PSFC_Chernomorets_Burgas	wikicat_Sports_clubs_established_in_2005	4961	3134	1827	0.5829610721123165
Gary_Teale	wikicat_Sheffield_Wednesday_F.C._players	193	122	71	0.5819672131147541
Dieter_Van_Tornhout	wikicat_Nea_Salamina_Famagusta_FC_players	60	38	22	0.5789473684210527
GLAAD_Media_Award	wikicat_Spanish_awards	666	422	244	0.5781990521327014
Aaran_Lines	wikicat_SV_Werder_Bremen_II_players	1722	1093	629	0.57548032936871
Alex_Mathie	wikicat_Greenock_Morton_F.C._players	63	40	23	0.575
Greta_Scacchi	wikicat_English_stage_actresses	74	47	27	0.574468085106383
Robert_Taylor_(footballer)	wikicat_Brentford_F.C._players	74	47	27	0.574468085106383
Cornwall	wikicat_Peninsulas	118	75	43	0.5733333333333334
Anel_Canales	wikicat_Once_Municipal_footballers	11	7	4	0.5714285714285714
Gary_Moore	wikicat_Rock_guitarists	11	7	4	0.5714285714285714
Kolkata	wikicat_Port_cities	11	7	4	0.5714285714285714
Carlos_Pavón	wikicat_2010_FIFA_World_Cup_players	11	7	4	0.5714285714285714
Omagh	wikicat_Cities_in_the_United_Kingdom	132	84	48	0.5714285714285714
Saul_Kripke	wikicat_People_from_Omaha,_Nebraska	5195	3312	1883	0.5685386473429952
Woking_F.C.	wikicat_Football_clubs_in_Surrey	15333	9784	5549	0.5671504497138184
Jefthon	wikicat_FC_Rubin_Kazan_players	456	291	165	0.5670103092783505
Rotherham_United_F.C.	wikicat_Association_football_clubs_established_in_1925	1339	855	484	0.5660818713450292
Joseph_Schumpeter	wikicat_Harvard_University_people	2161	1381	780	0.5648081100651702
Nenad_Mladenović	wikicat_Changsha_Ginde_players	4595	2937	1658	0.564521620701396
Dimba	wikicat_Goiás_Esporte_Clube_players	50	32	18	0.5625
Géza_Kalocsay	wikicat_Hungarian_expatriates_in_Poland	17019	10901	6118	0.5612329144115219
Maurice_Ross	wikicat_Viking_FK_players	490	314	176	0.5605095541401274
Pete_Seeger	wikicat_Harvard_University_alumni	39	25	14	0.56
Jorge_Costa	wikicat_Portuguese_expatriates_in_England	92	59	33	0.559322033898305
John_O'Rourke_(footballer)	wikicat_Rangers_F.C._(Johannesburg)_players	7232	4648	2584	0.5559380378657487
Faroe_Islands	wikicat_States_and_territories_established_in_1948	107	69	38	0.5507246376811594
Republican_Party_(United_States)	wikicat_Right-wing_parties	31	20	11	0.55
John_Grisham	wikicat_American_thriller_writers	17864	11539	6325	0.5481410867492851
Ronald_Colman	wikicat_British_screenwriters	17	11	6	0.5454545454545454
Archie_Thompson	wikicat_K._Lierse_S.K._players	377	244	133	0.5450819672131147
Jim_Kerr_(footballer_born_1959)	wikicat_Airdrieonians_F.C._(1878)_players	122	79	43	0.5443037974683544
Karl_Bermingham	wikicat_Monaghan_United_F.C._players	159	103	56	0.5436893203883495
Virginia_Commonwealth_University	wikicat_Educational_institutions_established_in_1968	9191	5960	3231	0.5421140939597315
Robert_Anton_Wilson	wikicat_People_from_Brooklyn	20	13	7	0.5384615384615384
Thomas_Jefferson	wikicat_American_farmers	340	221	119	0.5384615384615384
K.A.A._Gent	wikicat_Association_football_clubs_established_in_1864	16599	10798	5801	0.5372291165030562
Guilherme_de_Cássio_Alves	wikicat_Rayo_Vallecano_footballers	475	309	166	0.5372168284789643
Tom_Pondeljak	wikicat_Melbourne_Knights_FC_players	6184	4029	2155	0.5348721767187887
David_Hume	wikicat_Scottish_atheists	15010	9782	5228	0.5344510325086894
Plovdiv	wikicat_Ancient_cities	23	15	8	0.5333333333333333
Andrej_Hesek	wikicat_Slovakia_international_footballers	23	15	8	0.5333333333333333
Adalto_Batista_da_Silva	wikicat_Esporte_Clube_Santo_André_players	222	145	77	0.5310344827586206
David_Seaman	wikicat_Association_football_goalkeepers	75	49	26	0.5306122448979592
Natasha_Richardson	wikicat_People_educated_at_St_Paul's_Girls'_School	104	68	36	0.5294117647058824
Central_Connecticut_State_University	wikicat_Educational_institutions_established_in_1849	9273	6070	3203	0.5276771004942339
Dave_Mitchell_(footballer)	wikicat_NEC_Nijmegen_players	665	436	229	0.5252293577981652
Roger_Glover	wikicat_English_record_producers	250	164	86	0.524390243902439
Umm_Salal_SC	wikicat_Football_clubs_in_Qatar	10364	6834	3530	0.5165349721978344
Andrej_Hesek	wikicat_FK_Senica_players	12771	8429	4342	0.5151263495076521
Mauritius	wikicat_Islands_of_the_Indian_Ocean	139	92	47	0.5108695652173914
Simon_Grand	wikicat_Aldershot_Town_F.C._players	74	49	25	0.5102040816326531
County_Londonderry	wordnet_administrative_district_108491826	1258	833	425	0.5102040816326531
Ioan_Sabău	wikicat_Romania_international_footballers	3	2	1	0.5
Allan_Michaelsen	wikicat_Danish_football_managers	6	4	2	0.5
Costel_Orac	wikicat_Romanian_footballers	3	2	1	0.5
Nahdat_Berkane	wikicat_Football_clubs_in_Morocco	3	2	1	0.5
Aldo_Adorno	wikicat_Paraguayan_footballers	3	2	1	0.5
Foeke_Booy	wikicat_FC_Groningen_players	3	2	1	0.5
Cole_Porter	wikicat_American_musicians	3	2	1	0.5
Hermanni_Vuorinen	wikicat_Finland_international_footballers	3	2	1	0.5
David_Hilbert	wikicat_German_mathematicians	3	2	1	0.5
Andreas_Dahl	wikicat_Sweden_international_footballers	3	2	1	0.5
Bruno_Rodriguez	wikicat_Premier_League_players	3	2	1	0.5
Nicollette_Sheridan	wikicat_English_actresses	3	2	1	0.5
Bronisław_Komorowski	wikicat_Grand_Officers_of_the_Order_of_Merit_of_the_Italian_Republic	3	2	1	0.5
Yuriy_Tselykh	wikicat_FC_Metalist_Kharkiv_players	6	4	2	0.5
Yevhen_Lutsenko	wikicat_Swiss_Super_League_players	3	2	1	0.5
Michel_Debré	wikicat_20th-century_French_politicians	3	2	1	0.5
FK_Liepājas_Metalurgs	wordnet_club_108227214	3	2	1	0.5
Jonathan_Lethem	wikicat_21st-century_American_writers	3	2	1	0.5
Piotr_Rocki	wikicat_Górnik_Zabrze_players	9	6	3	0.5
Mohéli	wikicat_Island_countries	3	2	1	0.5
Prithviraj_Sukumaran	wikicat_Male_actors_in_Hindi_cinema	3	2	1	0.5
Djamel_Abdoun	wikicat_Ligue_2_players	3	2	1	0.5
Debbie_Reynolds	wikicat_21st-century_American_actresses	3	2	1	0.5
Émile_Mpenza	wikicat_Expatriate_footballers_in_Switzerland	3	2	1	0.5
Tommy_Tynan	wikicat_Swansea_City_A.F.C._players	6	4	2	0.5
Biloela	wikicat_Populated_places_in_Queensland	3	2	1	0.5
Anton_Žlogar	wikicat_Slovenia_international_footballers	3	2	1	0.5
Adam_Rooney	wikicat_Scottish_Football_League_players	9	6	3	0.5
M._S._Swaminathan	wikicat_Fellows_of_Bangladesh_Academy_of_Sciences	3	2	1	0.5
Dejan_Grabič	wikicat_NK_Domžale_players	3	2	1	0.5
Paulo_Marcel_Pereira_Merabet	wikicat_Brazilian_expatriate_footballers	3	2	1	0.5
Stephen_Fry	wikicat_English_male_film_actors	3	2	1	0.5
Friedrich_Heinrich_Jacobi	wikicat_German_philosophers	3	2	1	0.5
Christian_Alder	wikicat_German_footballers	3	2	1	0.5
Barack_Obama	wikicat_Living_people	6	4	2	0.5
Mario_Cáceres	wikicat_Chilean_Primera_División_players	9	6	3	0.5
Rosa_Luxemburg	wikicat_Polish_people	3	2	1	0.5
George_Gebro	wikicat_Ethnikos_Achna_FC_players	9	6	3	0.5
Andrey_Yeshchenko	wikicat_Russian_footballers	3	2	1	0.5
Joe_Cocker	wikicat_English_rock_singers	9	6	3	0.5
Kenya	wikicat_East_African_countries	3	2	1	0.5
Thom_Yorke	wikicat_English_male_singers	3	2	1	0.5
Ingolstadt	wikicat_University_towns_in_Germany	3	2	1	0.5
Aydın_Yılmaz	wikicat_Turkish_people	3	2	1	0.5
Bernard_Hill	wikicat_British_actors	3	2	1	0.5
Hinsdale,_Illinois	wikicat_Villages_in_Cook_County,_Illinois	3	2	1	0.5
Michael_Nelson_(footballer)	wikicat_Scunthorpe_United_F.C._players	183	122	61	0.5
Foeke_Booy	wikicat_FC_Utrecht_players	3	2	1	0.5
CD_Numancia	wikicat_Multi-sport_clubs_in_Spain	3	2	1	0.5
Empoli_F.C.	wikicat_Football_clubs_in_Tuscany	9	6	3	0.5
George_Lawrence_(footballer)	wikicat_English_footballers	3	2	1	0.5
Heiðar_Helguson	wikicat_Expatriate_footballers_in_England	6	4	2	0.5
Flevoland	wikicat_NUTS_2_statistical_regions_of_the_European_Union	3	2	1	0.5
Aydın_Yılmaz	wikicat_Turkey_youth_international_footballers	3	2	1	0.5
George_H._W._Bush	wikicat_20th-century_American_writers	12	8	4	0.5
Jared_Borgetti	wikicat_Club_León_footballers	3	2	1	0.5
R.A.A._Louviéroise	wordnet_club_108227214	3	2	1	0.5
Peter_Kropotkin	wikicat_Russian_writers	3	2	1	0.5
Stephen_Dorff	wikicat_21st-century_American_male_actors	9	6	3	0.5
Stephen_Fry	wikicat_Writers	3	2	1	0.5
Nottingham	wikicat_University_towns_in_the_United_Kingdom	24	16	8	0.5
Adriano_Ferreira_Silvestre	wikicat_Associação_Portuguesa_de_Desportos_players	51	34	17	0.5
Fernando_Pessoa	wikicat_Portuguese-language_writers	54	36	18	0.5
Lionel_Jospin	wikicat_Prime_Ministers_of_France	3	2	1	0.5
APOP_Kinyras_FC	wikicat_Football_clubs_in_Cyprus	87	58	29	0.5
Ethiopia	wikicat_Federal_countries	30	20	10	0.5
Pińczów_County	wikicat_Counties_of_Poland	3	2	1	0.5
Edward_Burns	wikicat_American_people_of_Irish_descent	15	10	5	0.5
East_Timor	wikicat_Least_developed_countries	6	4	2	0.5
Heilbronn	wikicat_Cities_in_Baden-Württemberg	3	2	1	0.5
Marc_Anthony	wikicat_American_male_film_actors	3	2	1	0.5
University_of_Hawaii_at_Manoa	wikicat_Land-grant_universities_and_colleges	3	2	1	0.5
Jim_Rodwell	wikicat_Darlington_F.C._players	166	111	55	0.4954954954954955
Kid_Rock	wikicat_Warner_Music_Group_artists	291	195	96	0.49230769230769234
Robbie_Herrera	wikicat_Leyton_Orient_F.C._players	164	110	54	0.4909090909090909
Dimba	wikicat_Leça_F.C._players	15122	10160	4962	0.48838582677165354
Thomas_Paine	wikicat_18th-century_English_writers	15302	10281	5021	0.4883766170605972
Sigmund_Freud	wikicat_Austrian_scientists	55	37	18	0.4864864864864865
Alexandre_Faioli	wikicat_Brazilian_expatriates_in_Portugal	368	248	120	0.4838709677419355
NK_Krka	wikicat_Association_football_clubs_established_in_1922	40	27	13	0.48148148148148145
Stan_Laurel	wikicat_Music_hall_performers	194	131	63	0.48091603053435117
Bonnyrigg_White_Eagles_FC	wikicat_Serbian_sports_clubs_in_Australia	14252	9627	4625	0.4804196530591046
Mounir_El_Hamdaoui	wikicat_Dutch_people_of_Moroccan_descent	16519	11160	5359	0.48019713261648744
Murfreesboro,_Tennessee	wikicat_Former_United_States_state_capitals	37	25	12	0.48
Prince_Philip,_Duke_of_Edinburgh	wikicat_British_people_of_German_descent	5234	3548	1686	0.47519729425028184
Donald_Davidson_(philosopher)	wikicat_Action_theorists	1578	1070	508	0.4747663551401869
Allan_Nielsen	wikicat_1998_FIFA_World_Cup_players	28	19	9	0.47368421052631576
Glen_Moss	wikicat_Liga_I_players	387	263	124	0.4714828897338403
Luiz_Antônio_de_Oliveira	wikicat_Santos_Futebol_Clube_players	25	17	8	0.47058823529411764
David_Watson_(footballer_born_1946)	wikicat_Fort_Lauderdale_Sun_players	15850	10793	5057	0.4685444269433892
Edson_Ratinho	wikicat_RCD_Mallorca_footballers	267	182	85	0.46703296703296704
Alexander_Haig	wikicat_American_corporate_directors	792	540	252	0.4666666666666667
Nine_Lives_(2005_film)	wikicat_2005_films	293	200	93	0.465
Alfred_Tarski	wikicat_American_philosophers	41	28	13	0.4642857142857143
Leominster,_Massachusetts	wikicat_Populated_places_established_in_1653	19	13	6	0.46153846153846156
Pierre_Méhaignerie	wikicat_French_Ministers_of_Agriculture	19	13	6	0.46153846153846156
Alex_Mathie	wikicat_Port_Vale_F.C._players	108	74	34	0.4594594594594595
Doncaster	wikicat_Railway_towns_in_England	86	59	27	0.4576271186440678
Haruki_Murakami	wikicat_20th-century_translators	17886	12274	5612	0.45722665797620987
John_Eccles_(neurophysiologist)	wikicat_Companions_of_the_Order_of_Australia	6144	4218	1926	0.4566145092460882
Kathleen_Wynne	wikicat_People_from_Ontario	821	564	257	0.45567375886524825
Elgin,_Illinois	wikicat_Cities_in_Kane_County,_Illinois	16861	11584	5277	0.4555421270718232
Robert_Montgomery_(actor)	wikicat_Presidents_of_the_Screen_Actors_Guild	1473	1012	461	0.45553359683794464
50_Cent	wikicat_American_male_singers	16	11	5	0.45454545454545453
Michele_Fini	wikicat_A.C._Siena_players	32	22	10	0.45454545454545453
Lulu_(singer)	wikicat_Mercury_Records_artists	485	334	151	0.45209580838323354
Mexico_City	wikicat_Capital_districts_and_territories	45	31	14	0.45161290322580644
Jerry_Siegel	wikicat_Jewish_American_writers	90	62	28	0.45161290322580644
Kuwait_City	wordnet_administrative_district_108491826	87	60	27	0.45
Mexico_national_under-23_football_team	wikicat_National_sports_teams_of_Mexico	58	40	18	0.45
Michele_Fini	wikicat_Cagliari_Calcio_players	200	138	62	0.4492753623188406
Wellingborough	wikicat_Post_towns_in_the_NN_postcode_area	14329	9903	4426	0.44693527213975565
Andy_King_(footballer,_born_1956)	wikicat_Cobh_Ramblers_F.C._players	15427	10680	4747	0.4444756554307116
Pepe_Reina	wikicat_UEFA_Euro_2008_players	52	36	16	0.4444444444444444
All_the_Invisible_Children	wikicat_French_documentary_films	78	54	24	0.4444444444444444
Arvid_E._Gillstrom	wikicat_American_film_directors	13	9	4	0.4444444444444444
KV_Mechelen	wikicat_Association_football_clubs_established_in_1904	62	43	19	0.4418604651162791
Rosa_Luxemburg	wikicat_Executed_revolutionaries	17328	12041	5287	0.43908313263018023
Oleksiy_Horodov	wikicat_PFC_Olexandria_players	23	16	7	0.4375
José_Luis_Garcés	wikicat_Club_Nacional_de_Football_players	46	32	14	0.4375
