Dennis_Cagara	wikicat_Brøndby_IF_players
Marco_Ambrosio	wikicat_Serie_B_footballers
David_Brown_(footballer,_born_1978)	wikicat_Burton_Albion_F.C._players
Tennessee	wikicat_States_and_territories_established_in_1796
Edgar_Allan_Poe	wikicat_American_journalists
Anthony_Bonner	wikicat_Orlando_Magic_players
Inglourious_Basterds	wikicat_2000s_war_films
Liga_Española_de_Baloncesto	wordnet_league_108231184
Michael_Dummett	wikicat_Roman_Catholic_philosophers
Gwyneth_Paltrow	wikicat_Musicians_from_California
Giulio_Andreotti	wikicat_Defence_ministers
Bushehr_County	wordnet_administrative_district_108491826
Juno_Award	wikicat_Music_awards
Nelly_Furtado	wikicat_Canadian_hip_hop_singers
Diego_Capel	wikicat_Spanish_footballers
Lenore_Coffee	wikicat_Women_screenwriters
Beverly_Hills,_California	wikicat_Populated_places_established_in_1914
Blackpool_F.C.	wikicat_Association_football_clubs_established_in_1877
Alyaksandr_Oreshnikow	wikicat_Belarusian_expatriate_footballers
Pedro_Monzón	wikicat_Club_Atlético_Independiente_managers
Alessandro_Budel	wikicat_Italian_footballers
Roger_Penrose	wikicat_English_physicists
Lilienfeld_District	wikicat_Districts_of_Lower_Austria
Johan_Djourou	wikicat_Switzerland_youth_international_footballers
Paul_Bettany	wikicat_British_film_actors
British_Columbia_New_Democratic_Party	wikicat_Social_democratic_parties_in_Canada
Desmond_Child	wordnet_artist_109812338
Charles_K._Kao	wikicat_Fellows_of_the_Royal_Society
Martin_Luther	wikicat_German_translators
Daniel_Addo	wikicat_2._Bundesliga_players
Marcelo_Estigarribia	wikicat_Cerro_Porteño_footballers
Hans-Georg_Gadamer	wikicat_German_academics
Cincinnati	wikicat_Cities_in_Ohio
Paul_Verlaine	wikicat_French_civil_servants
Kristen_Viikmäe	wikicat_Estonia_international_footballers
Júlio_César_(footballer,_born_1978)	wikicat_Expatriate_footballers_in_Turkey
Dr._Luke	wikicat_American_people
Bill_Lenny	wikicat_British_film_editors
David_Butler_(director)	wikicat_American_people
Banat	wikicat_Regions_of_Hungary
Beverwijk	wikicat_Populated_places_in_North_Holland
Enrique_Mateos	wikicat_Real_Betis_footballers
Marcell_Takács	wikicat_Expatriate_footballers_in_Germany
Crafoord_Prize	wikicat_Swedish_awards
Eric_Eichmann	wikicat_American_Professional_Soccer_League_players
Paris_Saint-Germain_F.C.	wikicat_Ligue_1_clubs
Centro_Sportivo_Alagoano	wordnet_club_108227214
Milwaukee_Wave	wikicat_Major_Indoor_Soccer_League_(2001–08)_teams
Valéry_Giscard_d'Estaing	wikicat_Living_people
Korea	wikicat_East_Asian_countries
Arnold_Dwarika	wikicat_Joe_Public_F.C._players
Stephen_Hawking	wikicat_Alumni_of_the_University_of_Cambridge
Newcastle_upon_Tyne	wikicat_Post_towns_in_the_NE_postcode_area
Matías_Almeyda	wikicat_Norwegian_Premier_League_players
Heerhugowaard	wikicat_Municipalities_of_North_Holland
Timothy_Leary	wikicat_American_people
Walsall_F.C.	wikicat_Football_clubs_in_England
Hollywood_Party_(1934_film)	wikicat_The_Three_Stooges_films
Gabriel_Marcel	wikicat_Writers_on_antisemitism
Bohdan_Yesyp	wikicat_FC_Dynamo_Kyiv_players
FC_Nantes	wikicat_Football_clubs_in_France
Botswana	wikicat_Bantu_countries_and_territories
Hillsborough_County_(Florida)	wordnet_county_108546183
Anthony_Eden	wikicat_British_Secretaries_of_State
Greg_Newton	wikicat_Canadian_people_of_English_descent
Leo_Van_der_Elst	wikicat_K.V._Oostende_managers
Robert_Parrish	wikicat_Film_producers_from_California
Afghanistan	wikicat_Central_Asian_countries
Arthur_C._Clarke	wikicat_British_atheists
Dennis_William_Sciama	wordnet_scientist_110560637
Bohdan_Yesyp	wikicat_Expatriate_footballers_in_Russia
Ralph_Black_(soccer)	wikicat_Portland_Pride_players
Lewis_Chalmers	wikicat_Accrington_Stanley_F.C._players
Hiroshima	wikicat_Populated_places_established_in_1589
Matías_Lequi	wikicat_UD_Las_Palmas_footballers
Lucas_Severino	wikicat_Living_people
FBK_Kaunas	wikicat_Football_clubs_in_Lithuania
Sandwich,_Kent	wikicat_Staple_ports
David_Butler_(director)	wikicat_American_actors
Joanna_Cassidy	wikicat_Women
Brandeis_University	wikicat_Posse_schools
Elizabeth_II	wikicat_Knights_of_the_Golden_Fleece
Jean_Calvé	wikicat_FC_Sochaux-Montbéliard_players
Texas	wikicat_States_of_the_United_States
PFC_CSKA_Sofia	wordnet_club_108227214
Henryk_Kasperczak	wikicat_Legia_Warsaw_players
Quincy_Jones	wikicat_Bell_Records_artists
Gena_Rowlands	wikicat_People_from_Madison,_Wisconsin
English_language	wikicat_Languages_of_the_Pitcairn_Islands
Judith_Butler	wikicat_Jewish_American_writers
Slavonski_Brod	wordnet_administrative_district_108491826
Victor_Weisskopf	wikicat_Austrian_nuclear_physicists
Bern	wikicat_Cities_in_Switzerland
Andy_Mulliner	wikicat_Newtown_F.C._players
Groucho_Marx	wikicat_Comedians
Amy_Grant	wikicat_Writers_from_Augusta,_Georgia
Simon_Colosimo	wikicat_Manchester_City_F.C._players
Pierre-Emerick_Aubameyang	wikicat_French_people_of_Gabonese_descent
Tottenham_Hotspur_F.C.	wikicat_Association_football_clubs_established_in_1882
Mont-de-Marsan	wikicat_Cities_in_France
Benjamin_Fondane	wikicat_Alexandru_Ioan_Cuza_University_alumni
Brendan_Markey	wikicat_Monaghan_United_F.C._players
The_Lion_King	wikicat_Epic_films
Muskegon,_Michigan	wordnet_administrative_district_108491826
Joe_Ira_Clark	wikicat_Fenerbahçe_men's_basketball_players
Sun_Yat-sen	wikicat_People_from_Guangdong
Javier_Casquero	wikicat_Spanish_people
Chania_International_Airport	wordnet_airport_102692232
Troms	wikicat_NUTS_3_statistical_regions_of_the_European_Union
Papua_Region	wordnet_administrative_district_108491826
Sonic_Youth	wikicat_Musical_groups_from_New_York
Dudu_Georgescu	wikicat_Romania_international_footballers
Colin_Hendry	wikicat_Clyde_F.C._managers
Bristol,_Pennsylvania	wikicat_Boroughs_in_Pennsylvania
Palestinian_territories	wikicat_States_and_territories_established_in_1967
Willie_Fernie_(footballer)	wikicat_Scotland_international_footballers
Mersin_İdmanyurdu_SK	wordnet_club_108227214
Bill_Melendez	wikicat_American_film_directors_of_Mexican_descent
Billy_Whitehurst	wikicat_British_expatriates_in_Hong_Kong
Geelong	wikicat_Ports_and_harbours
Hohhot_Baita_International_Airport	wikicat_Airports_in_Inner_Mongolia
Roy_Scheider	wikicat_Franklin_&amp;_Marshall_College_alumni
Petter_Belsvik	wikicat_Expatriate_footballers_in_England
Colin_Hendry	wikicat_Blackpool_F.C._managers
Winterthur	wikicat_Municipalities_of_the_canton_of_Zürich
Kevin_Gallen	wikicat_Braintree_Town_F.C._players
Ginger_Rogers	wikicat_Warner_Bros._contract_players
Vancouver_International_Airport	wikicat_Canadian_airports_with_United_States_border_preclearance
Trieste	wordnet_administrative_district_108491826
The_Dirty_Dozen	wikicat_Prison_films
Adam_Smith	wikicat_Fellows_of_the_Royal_Society
David_Sedaris	wikicat_American_essayists
Maubeuge	wikicat_Communes_of_Nord_(French_department)
Abdullah_Gül	wordnet_president_110467179
Robert_Morley	wikicat_People_educated_at_Wellington_College,_Berkshire
Kosovo	wikicat_Disputed_territories_in_Europe
New_York_Field_Club	wikicat_Defunct_soccer_clubs_in_the_United_States
Ramon_Llull	wikicat_Christian_philosophers
Ted_Hughes	wikicat_Alumni_of_Pembroke_College,_Cambridge
José_Burtovoy	wikicat_Expatriate_footballers_in_Colombia
Robert_Mills_(architect)	wikicat_People_from_Charleston,_South_Carolina
Bristol	wordnet_administrative_district_108491826
Bruce_Murray_(soccer)	wikicat_1993_Copa_América_players
Ricardo_Jesus	wikicat_Avaí_Futebol_Clube_players
Étoile_du_Sahel	wordnet_club_108227214
The_Story_of_Alexander_Graham_Bell	wikicat_20th_Century_Fox_films
Foggia_Calcio	wordnet_club_108227214
Mark_Danks	wikicat_Bradford_City_A.F.C._players
Kurt_Vonnegut	wikicat_Guggenheim_Fellows
Allan_Dwan	wikicat_Writers_from_Toronto
Maximilian_I_Joseph_of_Bavaria	wikicat_Knights_of_the_Order_of_Saint_Hubert
FC_Maritsa_Plovdiv	wordnet_club_108227214
Košice_Region	wordnet_administrative_district_108491826
Nabil_Taïder	wikicat_French_people_of_Algerian_descent
Robert_Fogel	wikicat_Jewish_American_social_scientists
Newbery_Medal	wikicat_Awards_established_in_1922
Takashi_Hirano	wikicat_Association_football_defenders
Farhad_Majidi	wikicat_Iranian_footballers
Farzad_Hatami	wikicat_Persepolis_F.C._players
Nobel_Peace_Prize	wikicat_Peace_awards
Thiago_dos_Santos_Ferreira	wikicat_Expatriate_footballers_in_Belgium
Roald_Dahl	wikicat_British_writers
Billy_Keys	wikicat_American_expatriate_basketball_people_in_Venezuela
Yu_Dabao	wikicat_C.D._Aves_players
Florence,_Alabama	wikicat_Cities_in_Alabama
Daytime_Emmy_Award_for_Outstanding_Younger_Actress_in_a_Drama_Series	wikicat_Awards_established_in_1985
Corfu	wordnet_administrative_district_108491826
Marion_Zimmer_Bradley	wikicat_20th-century_women_writers
Emsland	wikicat_Districts_of_Lower_Saxony
James_Monroe	wikicat_Ambassadors_of_the_United_States_to_France
Leonardo_Andrés_Iglesias	wikicat_San_Martín_de_Mendoza_footballers
François_Fillon	wikicat_French_Ministers_of_the_Environment
General_Heriberto_Jara_International_Airport	wikicat_Airfields_of_the_United_States_Army_Air_Forces
Lubbock,_Texas	wikicat_Cities_in_Texas
Hitoshi_Sakimoto	wikicat_Japanese_musicians
Pierre_Trudeau	wikicat_People_from_Montreal
Émile_Durkheim	wikicat_Lycée_Louis-le-Grand_alumni
Matteo_Paro	wikicat_People_from_the_Province_of_Asti
Euro_sign	wikicat_Symbols_of_the_European_Union
Amasya	wikicat_Archaeological_sites_in_Turkey
Benjamin_Fondane	wikicat_French_prisoners_of_war
Wyoming	wordnet_administrative_district_108491826
Mexico_City	wikicat_Capitals_of_states_of_Mexico
Madeleine_L'Engle	wikicat_Dames_of_Justice_of_the_Order_of_St_John
Grand_Rapids_Griffins	wikicat_Ice_hockey_teams_in_the_United_States
Isaiah_Morris	wikicat_Junior_college_men's_basketball_players_in_the_United_States
Villarreal_C.F.	wordnet_club_108227214
Savio_Nsereko	wikicat_FC_Vaslui_players
Nelson_Cuevas	wikicat_Club_Libertad_footballers
Paul_Okon	wikicat_Belgian_people_of_Australian_descent
Mauricio_Nanni	wikicat_Expatriate_footballers_in_Honduras
Federico_Domínguez	wikicat_RCD_Espanyol_footballers
AEL_1964_FC	wikicat_Association_football_clubs_established_in_1964
Mercedes_Lackey	wikicat_Writers_from_Oklahoma
Christian_Lell	wikicat_Footballers_from_Bavaria
Christian_Democracy_(Italy)	wikicat_Political_parties_established_in_1942
Shaun_Goater	wikicat_Expatriate_footballers_in_England
Raphael	wikicat_Renaissance_painters
Dusty_Springfield	wikicat_Soul_singers
Frédéric_Chopin	wikicat_19th-century_classical_composers
Municipality_of_Videm	wordnet_administrative_district_108491826
M._T._Vasudevan_Nair	wikicat_Indian_screenwriters
Javed_Jaffrey	wikicat_Indian_actors
Eugene_Galeković	wikicat_Croatian_footballers
Tartu_Ülikool_Korvpallimeeskond	wordnet_club_108227214
Duluth,_Minnesota	wordnet_administrative_district_108491826
Croatia	wikicat_Slavic_countries_and_territories
Cyril_Jeunechamp	wikicat_OGC_Nice_players
Paula_Abdul	wikicat_Women
Mustafa_Kemal_Atatürk	wikicat_Turkish_people
FC_FShM_Torpedo_Moscow	wikicat_Football_clubs_in_Russia
John_Lammers_(footballer)	wikicat_Association_football_forwards
Luis_Tonelotto	wikicat_Independiente_Rivadavia_footballers
Godfrey_Ingram	wikicat_English_footballers
Jesús_Mendoza	wikicat_C.D._Guadalajara_footballers
Al-Ansar_SC	wikicat_Association_football_clubs_established_in_1925
Joel_Solanilla	wikicat_San_Francisco_F.C._footballers
Vitaly_Daraselia_(footballer_born_1978)	wikicat_Expatriate_footballers_in_Russia
Oldenburg	wikicat_Cities_in_Germany
David_Hilbert	wikicat_German_philosophers
Berkeley_(California)	wikicat_Cities_in_the_United_States
Henry_Fonda	wikicat_American_beekeepers
Diósgyőri_VTK	wikicat_Association_football_clubs_established_in_1910
Rivers_Cuomo	wikicat_American_musicians
Janet_Frame	wikicat_People_educated_at_Waitaki_Girls'_High_School
Esteghlal_F.C.	wikicat_Football_clubs_in_Tehran
Stuttgart	wikicat_Spa_towns_in_Germany
Morten_Skoubo	wikicat_Danish_expatriates_in_the_United_Kingdom
Ken_Loach	wikicat_British_socialists
Adam_Smith	wikicat_Rectors_of_the_University_of_Glasgow
Joanne_Dru	wikicat_People_from_Logan,_West_Virginia
Marc_Nygaard	wikicat_Belgian_Pro_League_players
Ben_Elton	wikicat_People_educated_at_Godalming_Grammar_School
Shanghai	wordnet_state_108654360
fr/Saint-Quentin_Basket-Ball	wikicat_Basketball_teams_in_France
Jacques_Chaban-Delmas	wikicat_Radical_Party_(France)_politicians
Dave_Grusin	wikicat_Songwriters_from_Colorado
Marko_Simić	wikicat_Association_football_defenders
Nelson_DeMille	wordnet_writer_110794014
Marko_Pantelić	wikicat_Expatriate_footballers_in_Spain
Robert_Anton_Wilson	wikicat_People_from_New_York
Paul_Simon	wikicat_People_from_Newark,_New_Jersey
Gary_Kelly_(footballer_born_1966)	wikicat_Leigh_Genesis_F.C._players
Logan_Tom	wikicat_Volleyball_players_at_the_2008_Summer_Olympics
Italian_Campaign_(World_War_II)	wikicat_World_War_II_campaigns_of_the_Mediterranean_Theatre
École_nationale_d'administration	wordnet_university_108286569
Juan_Manuel_Olivera	wikicat_People_from_Montevideo
John_Rawls	wikicat_People_from_Baltimore,_Maryland
Sfax–Thyna_International_Airport	wikicat_Airfields_of_the_United_States_Army_Air_Forces_in_Tunisia
Almirante_Brown_de_Arrecifes	wikicat_Football_clubs_in_Buenos_Aires_Province
Radomsko_County	wikicat_Land_counties_of_Łódź_Voivodeship
Crawley_Town_F.C.	wikicat_Association_football_clubs_established_in_1896
Brisbane_Airport	wikicat_Airports_in_Queensland
Marcus_Marin	wikicat_Stuttgarter_Kickers_players
Alexander_R._Todd,_Baron_Todd	wikicat_Biochemists
Reading_(England)	wikicat_Cities_in_England
Federico_Domínguez	wikicat_La_Liga_footballers
Piura	wikicat_Populated_places_in_the_Piura_Region
Dyron_Nix	wikicat_Indiana_Pacers_players
Wolfgang_Pauli	wikicat_20th-century_Austrian_people
Guangdong_Sunray_Cave_F.C.	wikicat_Association_football_clubs_established_in_2007
Bohemians_1905	wikicat_Football_clubs_in_Czechoslovakia
Guangzhou_Baiyun_International_Airport	wikicat_Airports_in_Guangdong
Raphael	wikicat_Renaissance_artists
Fabrice_Pancrate	wikicat_Expatriate_footballers_in_Spain
Tokyo_(prefecture)	wordnet_administrative_district_108491826
Hacettepe_S.K.	wikicat_Football_clubs_in_Ankara
Aldershot_Town_F.C.	wikicat_Football_clubs_in_England
Manolo_Pestrin	wikicat_A.C.R._Messina_players
Greensburg,_Pennsylvania	wikicat_Academic_enclaves
Hans_Eskilsson	wikicat_Scottish_Premier_League_players
Vaasan_Palloseura	wikicat_Football_clubs_in_Finland
A.S._Avellino_1912	wikicat_Football_clubs_in_Campania
Brasília	wikicat_State_capitals_in_Brazil
Samson_Godwin	wikicat_GKS_Katowice_players
Brasília	wordnet_administrative_district_108491826
Leipzig_University	wikicat_Universities_and_colleges_in_Saxony
New_Castle_County,_Delaware	wikicat_Populated_places_established_in_1637
Almami_Moreira	wikicat_People_from_Bissau
Róbert_Zeher	wikicat_SFC_Opava_players
Hannover_Indians	wikicat_Sports_clubs_established_in_1996
Israel_Castro_Franco	wikicat_Brazilian_emigrants_to_El_Salvador
John_Coltrane	wikicat_Savoy_Records_artists
Luciano_Galletti	wikicat_Argentine_expatriate_footballers
Newmarket_Racecourse	wordnet_racetrack_104037625
Cornelia_Funke	wikicat_Living_people
FK_Haugesund	wikicat_Association_football_clubs_established_in_1913
Parma_F.C.	wordnet_company_108058098
Omar_Larrosa	wikicat_C.S.D._Comunicaciones_players
Fabrice_Pancrate	wikicat_French_expatriates_in_Spain
Asia	wikicat_Continents
Chile_national_football_team	wikicat_South_American_national_association_football_teams
Park_Dong-hyuk	wikicat_Gamba_Osaka_players
Vladimir_Chelomey	wikicat_Soviet_people
Ernst_Mach	wikicat_Ballistics_experts
Kiev	wikicat_Hero_Cities_of_the_Soviet_Union
Lennart_Meri	wordnet_president_110467179
Eastbourne	wikicat_Districts_of_England
South_Shields	wikicat_Villages_in_Tyne_and_Wear
Julio_Cortázar	wikicat_Argentine_people_of_French_descent
Alicia_Keys	wikicat_American_hip_hop_musicians
Lisbon	wikicat_Municipalities_of_Portugal
Andoni_Goikoetxea_Olaskoaga	wikicat_Spanish_football_managers
Aziz_Ibrahimov	wikicat_2011_AFC_Asian_Cup_players
Ellery_Cairo	wikicat_Dutch_footballers
Toronto_City	wordnet_club_108227214
Eritrea	wikicat_Member_states_of_the_United_Nations
HKS,_Inc.	wordnet_company_108058098
Daniel_Handler	wikicat_21st-century_American_novelists
Justin_Fashanu	wikicat_Nottingham_Forest_F.C._players
Will_Johnson_(soccer)	wikicat_Canadian_soccer_players
Once_Municipal	wikicat_Association_football_clubs_established_in_1946
Gerald_Ford	wikicat_Presidents_of_the_United_States_who_were_Freemasons
Paul_Simon	wikicat_Brooklyn_Law_School_alumni
Charles_Fox_(composer)	wikicat_Songwriters
Frank_Beard_(musician)	wikicat_American_musicians
Abdelkader_Ghezzal	wikicat_Levante_UD_footballers
Isabella_Rossellini	wordnet_person_100007846
Nikolai_Topor-Stanley	wikicat_Western_Sydney_Wanderers_FC_players
Solomon_Okoronkwo	wikicat_Expatriate_footballers_in_Russia
James_Gleason	wikicat_American_people
Chris_Waddle	wikicat_The_Football_League_players
Palakkad	wikicat_Cities_and_towns_in_Kerala
University_of_São_Paulo	wordnet_university_108286569
Ronald_Fisher	wikicat_English_geneticists
A.S._Livorno_Calcio	wikicat_Football_clubs_in_Tuscany
Rangers_F.C.	wikicat_Superleague_Formula_clubs
Ernst_Kummer	wikicat_19th-century_German_mathematicians
Ahmet_Yıldırım	wikicat_Beşiktaş_J.K._footballers
Linn_County,_Iowa	wordnet_county_108546183
Serge_Gainsbourg	wikicat_French_people_of_Ukrainian-Jewish_descent
Morten_Skoubo	wikicat_FC_Utrecht_players
Don_Winslow	wikicat_American_crime_fiction_writers
Timothy_Leary	wikicat_Psychedelic_drug_advocates
Dr._Luke	wikicat_American_record_producers
R.C._Recreativo_de_Huelva	wordnet_club_108227214
F.C._Alverca	wikicat_Association_football_clubs_established_in_1939
Benoit_Mandelbrot	wikicat_Japan_Prize_laureates
Flushing_Meadows–Corona_Park	wikicat_States_of_the_United_States
Naypyidaw	wikicat_Populated_places_established_in_2005
Miroslav_Stević	wikicat_Yugoslavia_international_footballers
Chelmsford	wikicat_Former_national_capitals
Tosin_Dosunmu	wikicat_Beerschot_AC_players
Blažej_Vaščák	wikicat_Slovak_expatriates_in_the_Czech_Republic
AS_Monaco_FC	wikicat_Multi-sport_clubs_in_France
Fulbright_Program	wikicat_Scholarships
Baltimore_Blast_(1980–92)	wikicat_Maryland_soccer_clubs
Dwight_Marshall	wikicat_The_Football_League_players
David_Moyes	wikicat_Scottish_footballers
Communist_Party_of_China	wikicat_Communist_parties
Isidor_Isaac_Rabi	wikicat_Austrian_physicists
François_Hollande	wordnet_officeholder_110371450
Alexander_Rosen	wikicat_German_footballers
Civic_Platform	wikicat_Liberal_parties_in_Europe
Varna	wikicat_Port_cities_of_the_Black_Sea
Republic_of_Macedonia	wikicat_Slavic_countries_and_territories
Mark_Leonard_(footballer)	wikicat_Witton_Albion_F.C._players
Hagen	wikicat_Municipalities_in_North_Rhine-Westphalia
Cumberland,_Rhode_Island	wikicat_Early_American_industrial_centers
Rowan_Atkinson	wikicat_Satirists
Cameroon	wikicat_Member_states_of_the_African_Union
Mark_Smith_(footballer_born_1960)	wikicat_Barnsley_F.C._players
Gaetano_Giallanza	wikicat_Italian_footballers
Rzeszów	wikicat_Populated_places_established_in_the_1350s
